item_id,category,description,name,price
NRI8K,"Arts, Crafts & Sewing",Set of 10,Acrylic Paints,1581.64
H0W12,Sports & Outdoors,,Basketball,832.88
1JI7E,Office Products,For everyday office use,Paper Clips,368.89
GPVL7,Pet Supplies,For your lovely pet,Leash And Collar,794.80
GTP26,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,199.67
08CXH,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,1757.80
3NGB6,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,219.42
HKGD4,Others,for everyday use,Lamp,681.99
YC1AW,Home & Kitchen,One of a kind stainless steel,Spoons,387.30
D1M6O,"Arts, Crafts & Sewing",Set of 10,Paint Brushes,1573.64
XE2V4,Home & Kitchen,One of a kind stainless steel,Bowls,523.93
8B2PZ,Home & Kitchen,,Spoons,631.82
RSBL9,"Clothing, Shoes & Jewelry",Imported,Rings,1900.72
BB32H,Toys & Games,,Kite,1801.91
VV7PT,Toys & Games,,Kite,722.60
J4IVC,"Clothing, Shoes & Jewelry",,Jeans,296.72
1INO4,Pet Supplies,For your lovely pet,Water and Food Bowls,431.37
H94MO,"Arts, Crafts & Sewing",Set of 10,Easel,1188.41
WD939,Others,for everyday use,Plants,1727.17
PHZLF,Toys & Games,,Kite,1175.48
QYR18,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Pans,1548.85
IEFST,Others,,Chair,1938.97
9IAND,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,391.00
84RGS,Office Products,For everyday office use,Pen,1125.32
FFIW4,Pet Supplies,,Pet Bed,909.24
LVBY1,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Ipad,1608.24
Q7051,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Mobile,425.11
BAK0R,"Clothing, Shoes & Jewelry",Machine Wash,Rings,1910.70
L7TGG,"Arts, Crafts & Sewing",,Easel,1398.41
FF443,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1273.36
NVKZB,Sports & Outdoors,,Hat,1320.10
ABCGC,Sports & Outdoors,100% Synthetic,Sports Shoes,863.30
W47I6,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,19.78
T1N4Z,Toys & Games,,Hot Wheels,464.95
RKTNQ,Home & Kitchen,One of a kind stainless steel,Sauce Pots,634.97
G934X,Electronics,,Kindle,253.92
HGBY7,"Clothing, Shoes & Jewelry",,Hoodie,817.77
4AZCY,Sports & Outdoors,,Badminton Racket,667.49
7B8CN,Others,,Chair,163.89
8IV2X,Others,,Notebook,774.38
Y4QNY,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,92.75
ILZPZ,Home & Kitchen,,Spoons,974.57
6C767,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Knives,856.33
JXD9N,Pet Supplies,,Pet Grooming,707.77
WTB28,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,867.45
VXFS7,Office Products,For everyday office use,Pencil,1548.14
8FWGU,Home & Kitchen,One of a kind stainless steel,Bowls,1686.82
FG4OU,Pet Supplies,For your lovely pet,Pet Bed,1943.65
PA089,Beauty & Personal Care,Suitable for all skin types,Handwash,760.49
NJYMM,Others,,Chair,1244.70
N1ZYN,Others,,Plants,605.66
2MVW8,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,1346.72
ED6CD,"Clothing, Shoes & Jewelry",100% Cotton,Jeans,1108.26
EZ2HH,Others,for everyday use,Chair,1942.39
ITEZ2,Pet Supplies,For your lovely pet,Pet Grooming,473.91
XF6LQ,Home & Kitchen,,Knives,1171.42
2SFO4,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,879.94
Y7POK,Home & Kitchen,,Mats,1575.60
2XIBM,"Arts, Crafts & Sewing",Set of 10,Oil Paints,1651.20
BXHXQ,Others,for everyday use,Lamp,54.15
MKGP8,Home & Kitchen,,Can Opener,1324.22
27D57,Others,for everyday use,Lamp,1334.33
C41E6,"Arts, Crafts & Sewing",,Paint Brushes,1669.13
0QSI0,Office Products,For everyday office use,Paper Clips,1129.67
OOOYC,Beauty & Personal Care,,Toothpaste,1718.87
XDC9P,Sports & Outdoors,,Basketball,613.74
YF6JA,Beauty & Personal Care,,Handwash,1912.64
ZCZOB,Office Products,,Pen,290.30
MJDP9,"Clothing, Shoes & Jewelry",,Necklace,1024.56
G8JAV,"Clothing, Shoes & Jewelry",,Hoodie,261.90
61A62,Others,,Chair,1877.60
JO3QD,Office Products,For everyday office use,Paper Clips,967.91
WMVNR,Others,,Notebook,747.69
QANFW,Others,for everyday use,Nail Paint,986.96
DZE3J,Others,,Nail Paint,752.26
IVIPT,Beauty & Personal Care,,Handwash,903.42
PUDUJ,"Clothing, Shoes & Jewelry",Machine Wash,Boots,654.87
9TMLV,Pet Supplies,,Water and Food Bowls,1826.45
WZFBO,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Speaker,204.40
01HJM,"Arts, Crafts & Sewing",,Paint Brushes,1312.22
PD8NX,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Mobile,1531.93
M3AYN,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,1536.55
4GP4B,Home & Kitchen,,Mats,926.45
O0USN,Others,,Nail Paint,1449.96
MPFI7,Toys & Games,,Teddy Bear,1561.45
ZA0MC,Pet Supplies,,Pet Bed,299.99
PP7IF,Electronics,Reams of high-bandwidth DDR4 RAM,Ipad,1723.79
C4WZ9,Pet Supplies,,Leash And Collar,630.85
NJLJ8,Toys & Games,,Barbie,1209.25
LY430,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,1998.80
EYUAB,Beauty & Personal Care,Suitable for all skin types,Facewash,15.27
5AAEL,Sports & Outdoors,,Hat,1622.93
U36A1,Electronics,,Speaker,598.79
V5NK1,"Arts, Crafts & Sewing",Set of 12,Oil Paints,899.21
8LC3U,Electronics,,Mobile,1639.25
KH2QT,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,979.75
UYZ5O,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,229.90
L1K5I,"Arts, Crafts & Sewing",,Easel,774.10
YD634,Office Products,For everyday office use,Pencil,1145.51
S0MN0,Beauty & Personal Care,,Bath Soap,613.46
C27C6,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,629.93
8USMA,Others,,Chair,1856.84
67D42,Home & Kitchen,,Spoons,22.30
JG0SR,Toys & Games,,Teddy Bear,502.84
TDIMP,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,952.59
EEOKB,"Arts, Crafts & Sewing",,Oil Paints,913.44
OGSHX,Electronics,,Laptop,133.96
Y46O9,"Arts, Crafts & Sewing",,Canvas,1946.79
0KXEW,Pet Supplies,For your lovely pet,Pet Bed,1763.28
4A1DK,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,1348.42
IUSJ8,Home & Kitchen,,Spoons,130.36
P4FIZ,Sports & Outdoors,,Sports Shoes,327.76
DYM05,Sports & Outdoors,100% Synthetic,Badminton Racket,210.12
C9OUY,Others,,Nail Paint,123.68
A7LMD,Pet Supplies,,Pet Grooming,23.62
HAL08,Toys & Games,,Barbie,1916.30
UA4A9,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,1200.74
UGQFT,Sports & Outdoors,100% Synthetic,Hat,1200.67
H0LBB,Home & Kitchen,One of a kind stainless steel,Spoons,965.48
57VM3,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Knives,1098.82
MQKGD,"Clothing, Shoes & Jewelry",Machine Wash,Hoodie,1142.10
LJDDB,Beauty & Personal Care,Suitable for all skin types,Serum,1642.31
TKDRJ,Electronics,,Mobile,132.85
BBT39,Sports & Outdoors,,Basketball,1458.82
31SE6,Office Products,,Paper Clips,170.35
1KUI3,Sports & Outdoors,100% Synthetic,Sports Shoes,265.97
OEIEW,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,1376.63
W651R,Pet Supplies,For your lovely pet,Pet Grooming,1362.95
23CI8,Toys & Games,,Kite,397.62
PGCR8,"Clothing, Shoes & Jewelry",,Necklace,561.50
55ZKN,Home & Kitchen,,Spoons,1346.16
0LPQM,"Arts, Crafts & Sewing",,Acrylic Paints,65.50
L6M5Y,"Arts, Crafts & Sewing",Set of 12,Curtains,475.11
Q5LX3,Toys & Games,,Barbie,125.73
BP31P,Beauty & Personal Care,,Facewash,1884.60
06O7X,"Arts, Crafts & Sewing",,Acrylic Paints,1540.38
0WM75,Beauty & Personal Care,Suitable for all skin types,Facewash,300.26
U8YAD,"Arts, Crafts & Sewing",,Paint Brushes,1506.56
QDFX4,Pet Supplies,For your lovely pet,Pet Grooming,1164.19
4SGT8,Office Products,,Pen,1012.37
M928Z,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,1832.25
GDY49,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,360.40
YYHGF,Beauty & Personal Care,,Toothpaste,306.34
AZDJX,Office Products,For everyday office use,Pencil,1691.26
FEA30,Electronics,,Laptop,169.85
3XGCO,Beauty & Personal Care,,Facewash,1920.80
UC3ZX,Home & Kitchen,,Pans,1294.25
CLAVN,Pet Supplies,For your lovely pet,Water and Food Bowls,1760.29
DCF51,Others,,Nail Paint,764.69
Z2WUH,Others,,Nail Paint,1227.55
HSI4N,"Clothing, Shoes & Jewelry",100% Cotton,Rings,116.65
LHKYS,Electronics,,Mobile,1102.33
DOOLS,Others,,Nail Paint,1910.49
JAQJN,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,639.47
5C8TU,Pet Supplies,For your lovely pet,Pet Bed,1767.19
G8KW4,Home & Kitchen,,Can Opener,822.26
OWKS2,Home & Kitchen,,Mats,1398.66
KKNAM,Electronics,,Charger,337.10
W4ZNC,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,999.00
S8RTG,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,947.98
O3I8K,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1456.41
MQ2GA,Pet Supplies,,Pet Grooming,33.99
NPBBS,Beauty & Personal Care,,Serum,1014.22
VR69X,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Spoons,1240.12
AOREC,Office Products,,Paper Clips,1510.79
ZLYJB,Sports & Outdoors,,Badminton Racket,62.20
W6LKJ,"Clothing, Shoes & Jewelry",,Necklace,1839.53
AP0H1,Electronics,,Mobile,653.31
CHKNO,Home & Kitchen,One of a kind stainless steel,Can Opener,1163.89
9UNOQ,Home & Kitchen,,Mats,796.97
2UD2Z,"Clothing, Shoes & Jewelry",Imported,Jacket,519.80
Y132X,Electronics,,Laptop Stand,712.49
BBFPG,Beauty & Personal Care,Suitable for all skin types,Toothpaste,475.81
TT1QP,Toys & Games,,Barbie,1859.48
I3H6T,Office Products,,Paper Clips,1504.36
K4488,"Arts, Crafts & Sewing",,Canvas,305.44
AQTMI,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,1548.49
YRX7J,Toys & Games,,Teddy Bear,496.47
9U8NA,Sports & Outdoors,100% Synthetic,Hat,1506.29
VOVCG,Beauty & Personal Care,,Bath Soap,1799.11
HVRXR,Electronics,【11th Gen Intel Core i5-1135G7】,Charger,695.34
N4SUN,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,878.15
KSUFI,"Clothing, Shoes & Jewelry",,Boots,101.80
M5CMB,Electronics,,Airpods,506.72
EC6R4,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,123.90
WMPX7,"Clothing, Shoes & Jewelry",,Boots,1982.97
SSAHM,Home & Kitchen,,Mats,1058.51
9IWTH,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Knives,1881.95
OC3IK,"Clothing, Shoes & Jewelry",Machine Wash,Jacket,143.64
2VY2Y,Beauty & Personal Care,Suitable for all skin types,Facewash,593.56
QPTDG,"Clothing, Shoes & Jewelry",,Tshirt,743.79
VBC7A,Beauty & Personal Care,,Toothpaste,788.10
G337T,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,1549.77
3KMID,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,15.24
OV6F5,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,1012.14
TMQ3L,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,710.29
7N8JR,Others,for everyday use,Lamp,1550.70
SBED9,Beauty & Personal Care,Suitable for all skin types,Facewash,173.50
UU8NP,Electronics,,Laptop Stand,41.64
7L11X,Toys & Games,make a great gift for kids 3 to 7 years olds,Hot Wheels,1664.42
UNMDC,Sports & Outdoors,100% Synthetic,Sports Shoes,594.35
NMUVM,Office Products,For everyday office use,Sticky Notes,511.51
YV2JU,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,1460.50
G8TCR,Pet Supplies,,Pet Grooming,1200.73
AN7RV,"Arts, Crafts & Sewing",,Canvas,1651.70
5UDT3,Beauty & Personal Care,,Bath Soap,1567.85
7Q1IE,"Arts, Crafts & Sewing",,Canvas,1536.19
81M3X,Pet Supplies,,Leash And Collar,1986.11
26WTI,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,1966.76
4BM5K,Sports & Outdoors,,Sports Shoes,366.94
52X3Q,"Clothing, Shoes & Jewelry",,Necklace,441.53
936K3,Beauty & Personal Care,,Serum,1385.38
0YZUK,Sports & Outdoors,,Basketball,1060.80
X31A3,Others,,Nail Paint,1387.60
EFB6O,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,1147.82
C14YZ,"Clothing, Shoes & Jewelry",100% Cotton,Boots,703.66
SHNIG,"Arts, Crafts & Sewing",,Watercolor Pens,1778.54
4KF59,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,968.35
5PFNQ,Beauty & Personal Care,,Toothpaste,647.00
YKDO4,Electronics,,Speaker,191.38
FZF4D,Home & Kitchen,One of a kind stainless steel,Knives,1293.55
2C2U8,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop,135.59
K27EV,"Clothing, Shoes & Jewelry",Imported,Jacket,1571.37
UAELZ,Toys & Games,,Hot Wheels,1417.52
2ZSB9,Office Products,For everyday office use,Sticky Notes,1060.67
Q32YR,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,1902.78
VAFMO,Pet Supplies,,Pet Grooming,771.23
BE4ZT,Office Products,,Marker,854.40
TI3XK,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,1391.63
56LC6,"Clothing, Shoes & Jewelry",Imported,Boots,596.74
R4AQ6,"Clothing, Shoes & Jewelry",100% Cotton,Jeans,724.32
TBQ08,Beauty & Personal Care,Suitable for all skin types,Bath Soap,24.52
3QOGA,Office Products,For everyday office use,Pencil,331.96
WG5RB,Sports & Outdoors,,Badminton Racket,21.24
FR30U,"Clothing, Shoes & Jewelry",Machine Wash,Necklace,610.30
WG2TX,Others,for everyday use,Nail Paint,1067.12
TAUPT,Others,for everyday use,Plants,1289.70
M7R3X,Electronics,,Speaker,59.00
NHKE3,Others,,Nail Paint,1980.51
B37SY,Pet Supplies,For your lovely pet,Pet Grooming,891.79
WP9QF,Others,,Nail Paint,655.86
Y4XVU,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1182.84
UFART,Toys & Games,,Teddy Bear,842.00
0PAO8,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1721.82
HP963,Office Products,For everyday office use,Pen,1866.21
VTVGH,Sports & Outdoors,,Hat,1812.76
V6NN8,Electronics,,Airpods,571.59
J9P2Z,Others,,Nail Paint,1687.00
6CD5D,"Arts, Crafts & Sewing",Set of 10,Canvas,383.95
5V4K8,Beauty & Personal Care,Suitable for all skin types,Facewash,435.79
1QOCI,"Clothing, Shoes & Jewelry",Machine Wash,Jeans,972.74
D2PGE,"Arts, Crafts & Sewing",,Paint Brushes,831.47
A6C7C,Pet Supplies,For your lovely pet,Water and Food Bowls,1091.26
HSA79,Beauty & Personal Care,,Serum,204.85
QF4O7,Electronics,,Speaker,632.50
9ZHU3,Toys & Games,,Hot Wheels,1616.18
57F8O,Toys & Games,,Teddy Bear,1748.88
8AW5Z,Electronics,【11th Gen Intel Core i5-1135G7】,Speaker,1677.63
N1POE,Beauty & Personal Care,,Facewash,1932.68
TX4F3,Pet Supplies,,Pet Grooming,76.70
2A9Y6,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Can Opener,1180.16
DUON5,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,1694.27
980KS,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,173.70
TB3P0,Home & Kitchen,,Spoons,384.94
T3ITR,Office Products,,Pen,402.54
960GI,Others,,Notebook,13.12
WWTSK,Home & Kitchen,,Bowls,585.17
326UP,Beauty & Personal Care,,Handwash,1945.95
UEMJP,Others,,Lamp,909.79
KS5LP,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,1950.25
4IOM2,Office Products,,Sticky Notes,320.12
WMS35,Beauty & Personal Care,Suitable for all skin types,Bath Soap,462.82
CUHMW,Electronics,,Kindle,699.30
H3EBW,Pet Supplies,,Water and Food Bowls,171.94
2CTTN,Others,,Lamp,503.34
IPXUZ,"Clothing, Shoes & Jewelry",,Jacket,1049.53
K0I4D,Home & Kitchen,,Salad Spinner,1183.58
R1B03,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,539.23
HWA18,Others,,Nail Paint,847.91
72KTA,"Clothing, Shoes & Jewelry",,Necklace,1338.30
HHK85,Others,,Plants,572.91
KD3UG,Beauty & Personal Care,,Facewash,1388.94
8YE6J,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Laptop Stand,1808.93
L9GRS,Others,for everyday use,Plants,814.80
QHO03,Office Products,,Paper Clips,1169.39
WEEIR,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Airpods,1779.82
HIIH4,Others,for everyday use,Notebook,669.42
OBNUC,Home & Kitchen,One of a kind stainless steel,Salad Spinner,1574.57
NFWVA,Office Products,For everyday office use,Sticky Notes,1589.25
L8LIF,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,466.73
PWKHN,Office Products,,Pen,1380.72
25FVY,Home & Kitchen,,Can Opener,1370.51
HIBJ0,"Clothing, Shoes & Jewelry",Machine Wash,Jacket,342.22
RGAAB,Sports & Outdoors,,Basketball,419.34
Y9K0O,"Clothing, Shoes & Jewelry",100% Cotton,Jacket,1354.94
4N88L,"Arts, Crafts & Sewing",,Acrylic Paints,1364.72
U21FS,Home & Kitchen,,Bowls,1793.57
MYGHJ,"Clothing, Shoes & Jewelry",100% Cotton,Jeans,564.67
7HEXS,"Clothing, Shoes & Jewelry",100% Cotton,Boots,953.56
OWPIY,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Can Opener,635.37
HEV25,"Arts, Crafts & Sewing",,Curtains,1292.27
K11PO,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,1407.13
4BOKQ,Pet Supplies,For your lovely pet,Pet Bed,1708.74
I9E3V,Pet Supplies,For your lovely pet,Pet Bed,1355.16
8TDS1,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Charger,504.16
YMEV1,"Arts, Crafts & Sewing",,Curtains,1925.72
6JY9M,Sports & Outdoors,100% Synthetic,Sports Shoes,237.15
7ARMD,Sports & Outdoors,,Sports Shoes,419.65
V2A0H,Pet Supplies,,Leash And Collar,733.61
PBYI7,"Arts, Crafts & Sewing",,Curtains,1602.91
S2HNZ,"Arts, Crafts & Sewing",,Watercolor Pens,1017.54
T9YPP,Pet Supplies,,Leash And Collar,1225.12
BWEEZ,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,145.26
V0KPG,Pet Supplies,For your lovely pet,Pet Bed,432.70
XE6KC,Pet Supplies,,Pet Bed,1091.29
0UQ1W,Home & Kitchen,One of a kind stainless steel,Mats,196.19
D6HD3,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,923.28
7P0GU,Office Products,,Pen,1181.10
VY3QI,Pet Supplies,,Leash And Collar,505.62
11WU4,Others,,Lamp,1548.80
QMTJ8,Beauty & Personal Care,,Handwash,1026.69
MR5BC,Others,,Notebook,1323.85
530GA,Office Products,,Pencil,36.94
B9GYN,Office Products,,Sticky Notes,621.69
OG6GD,Beauty & Personal Care,,Bath Soap,294.30
52MDF,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,874.44
ENNHL,Home & Kitchen,One of a kind stainless steel,Pans,1973.48
9P9LY,Sports & Outdoors,100% Synthetic,Hat,1935.76
B8MVR,Beauty & Personal Care,,Toothpaste,288.99
2LJXB,Pet Supplies,,Pet Grooming,435.89
17CZ1,Toys & Games,,Teddy Bear,238.00
7BPZG,Office Products,For everyday office use,Sticky Notes,1495.60
YKDHX,Others,,Chair,1243.60
QQEM3,Toys & Games,make a great gift for kids 3 to 7 years olds,Hot Wheels,1792.80
LIZRS,"Arts, Crafts & Sewing",,Canvas,1911.43
OWJWQ,Home & Kitchen,One of a kind stainless steel,Salad Spinner,1915.11
UJVUU,"Clothing, Shoes & Jewelry",,Necklace,1664.29
TUA2R,"Arts, Crafts & Sewing",Set of 10,Acrylic Paints,506.00
RZKY2,"Arts, Crafts & Sewing",,Paint Brushes,1995.65
5YC7S,"Arts, Crafts & Sewing",,Curtains,1724.57
51FKT,Home & Kitchen,,Salad Spinner,1496.36
AFAKG,Electronics,,Ipad,1795.61
CES6J,Home & Kitchen,,Bowls,1547.40
DND5A,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Rings,1731.39
6EKWH,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,1957.30
5MD2U,Electronics,【11th Gen Intel Core i5-1135G7】,Charger,814.19
EERSR,Others,for everyday use,Lamp,1935.00
GI5PQ,Home & Kitchen,,Salad Spinner,1806.24
VMPW6,Electronics,,Charger,768.62
LTYJ8,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,398.75
KDQOJ,Home & Kitchen,,Can Opener,1342.28
BWXT8,"Arts, Crafts & Sewing",Set of 10,Oil Paints,218.88
FYCNQ,Electronics,,Speaker,1824.84
JHOUZ,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Pans,1267.21
42W36,Home & Kitchen,,Mats,94.31
NB6Z1,Sports & Outdoors,100% Synthetic,Badminton Racket,879.39
F4G60,"Clothing, Shoes & Jewelry",Machine Wash,Boots,597.51
C9A1B,Pet Supplies,,Leash And Collar,1670.95
9YF14,Sports & Outdoors,100% Synthetic,Badminton Racket,827.30
Z7QYG,Office Products,,Marker,1102.78
LLYKC,Beauty & Personal Care,,Bath Soap,1484.85
Y2CCN,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,962.90
58030,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,399.80
4QAM6,Office Products,,Pencil,290.82
DEINL,Pet Supplies,,Water and Food Bowls,247.38
HGN9H,Toys & Games,,Kite,741.86
IE2EK,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Salad Spinner,1965.98
4XWNA,"Arts, Crafts & Sewing",Set of 10,Oil Paints,1568.52
3NVQH,Sports & Outdoors,,Sports Shoes,66.65
8VZCY,Others,,Chair,1953.66
I8L5K,Beauty & Personal Care,Suitable for all skin types,Facewash,1442.70
QNWWM,Electronics,【11th Gen Intel Core i5-1135G7】,Ipad,1073.57
